amount,time_delta,merchant_cat,country,is_night,typing_speed_ms,device_trust,is_fraud
725.48,80848,groceries,GB,1,422.0,0.017,0
40.87,33813,gaming,IN,0,340.2,0.591,0
201.03,26529,groceries,IN,0,338.8,0.613,0
812.9,3880,utilities,SG,1,382.1,0.807,0
37.42,10134,groceries,IN,1,356.4,0.259,0
281.8,27984,gaming,IN,0,162.1,0.297,0
341.68,30906,travel,US,0,124.0,0.675,0
367.16,59073,groceries,DE,0,397.4,0.213,0
2037.96,79046,utilities,IN,0,241.2,0.123,1
322.01,28209,travel,US,0,408.3,0.329,0
166.03,56083,electronics,US,0,304.7,0.839,0
211.15,17456,groceries,IN,1,285.1,0.909,0
344.68,63634,electronics,SG,0,344.4,0.541,0
132.18,40404,utilities,IN,0,365.7,0.486,0
70.63,11881,gaming,US,1,232.8,0.454,0
147.62,48770,groceries,DE,0,291.7,0.384,0
248.76,63480,groceries,IN,0,313.4,0.724,0
1730.1,21776,gaming,US,0,337.6,0.062,1
174.77,4714,utilities,IN,1,393.9,0.167,0
180.66,33734,utilities,GB,0,388.9,0.048,1
83.2,62723,utilities,IN,0,393.0,0.275,0
1264.78,54292,groceries,US,0,455.8,0.469,0
478.46,79676,groceries,IN,1,406.2,0.488,0
741.07,76162,luxury,IN,0,380.6,0.341,0
529.8,23870,electronics,IN,0,545.3,0.474,0
162.46,77623,utilities,GB,0,321.5,0.749,0
407.6,64465,gaming,IN,0,357.8,0.407,0
123.24,62835,gaming,IN,0,269.1,0.389,0
531.71,487,utilities,US,1,251.6,0.878,0
1097.29,31750,utilities,IN,0,399.3,0.536,0
4388.83,63323,utilities,SG,0,406.4,0.778,0
136.62,49398,luxury,DE,0,526.6,0.837,0
1138.48,72227,groceries,IN,0,363.0,0.16,1
797.26,39810,electronics,GB,0,364.5,0.292,0
103.44,5223,travel,DE,1,242.2,0.572,0
422.82,26549,groceries,IN,0,389.2,0.066,0
1294.17,49934,travel,GB,0,359.3,0.66,0
176.66,29005,electronics,US,0,344.1,0.257,0
514.98,15583,utilities,IN,1,329.8,0.173,1
282.66,48174,utilities,IN,0,247.4,0.39,0
471.44,59928,groceries,IN,0,298.1,0.473,0
159.9,84081,utilities,US,1,408.5,0.484,0
363.01,26350,gaming,SG,0,290.8,0.712,0
535.73,15945,gaming,GB,1,393.7,0.643,0
193.11,40296,groceries,DE,0,319.2,0.453,0
145.08,34740,gaming,IN,0,293.6,0.972,0
310.4,47311,groceries,IN,0,517.1,0.333,0
200.63,83995,utilities,IN,1,394.5,0.229,0
343.46,21929,groceries,IN,0,367.3,0.95,0
155.54,18867,utilities,SG,0,510.5,0.392,0
811.59,65911,utilities,US,0,376.2,0.751,0
434.38,52586,electronics,IN,0,299.7,0.89,0
80.9,989,gaming,IN,1,361.3,0.033,0
1421.01,32420,electronics,DE,0,306.3,0.433,0
144.08,6124,electronics,US,1,314.0,0.606,0
236.19,30073,groceries,DE,0,361.8,0.497,0
1046.65,22462,electronics,IN,0,504.1,0.519,0
149.72,60887,electronics,IN,0,91.3,0.74,0
2602.52,32770,groceries,SG,0,303.4,0.164,0
32.33,10745,utilities,DE,1,519.3,0.606,0
18.43,50741,groceries,GB,0,138.4,0.147,0
414.16,45156,groceries,US,0,504.1,0.117,0
78.81,50263,gaming,US,0,320.4,0.405,0
359.14,57608,travel,IN,0,288.6,0.132,0
142.59,25576,gaming,IN,0,457.8,0.626,0
245.11,57202,groceries,IN,0,370.8,0.723,0
442.24,72386,travel,US,0,304.9,0.313,0
365.88,81009,travel,US,1,291.3,0.644,0
256.98,28696,groceries,IN,0,305.3,0.462,0
205.97,12888,groceries,DE,1,409.4,0.882,0
267.64,39297,gaming,DE,0,359.9,0.532,0
166.97,7503,gaming,IN,1,349.1,0.821,0
1077.08,14222,groceries,US,1,432.5,0.379,0
114.25,39494,travel,IN,0,320.5,0.099,0
435.99,17353,travel,US,1,398.8,0.14,0
461.57,68451,luxury,US,0,410.9,0.924,1
56.03,66528,utilities,IN,0,274.2,0.973,0
455.58,76609,utilities,GB,0,429.3,0.872,0
1029.26,26196,utilities,DE,0,387.8,0.13,0
265.83,41642,luxury,IN,0,312.8,0.404,1
650.05,14277,gaming,IN,1,473.3,0.111,0
309.86,77658,electronics,IN,0,492.0,0.266,0
389.12,54042,groceries,IN,0,466.1,0.799,0
778.5,46724,utilities,SG,0,342.5,0.628,0
280.34,17303,utilities,IN,1,236.6,0.674,0
583.0,78060,groceries,IN,0,352.5,0.44,0
70.14,52197,utilities,SG,0,397.9,0.604,0
366.11,62001,electronics,IN,0,356.1,0.847,0
56.27,59300,groceries,US,0,372.4,0.052,0
218.49,76537,utilities,US,0,338.0,0.445,0
167.21,50669,gaming,SG,0,184.1,0.02,0
501.05,27571,groceries,US,0,353.9,0.245,0
217.01,46183,utilities,IN,0,352.5,0.937,0
2126.3,12663,groceries,IN,1,354.9,0.942,0
223.49,86300,gaming,IN,1,518.8,0.544,0
114.66,4867,electronics,DE,1,226.8,0.169,0
41.15,12624,utilities,IN,1,229.7,0.102,0
322.89,70904,groceries,IN,0,241.6,0.819,0
236.85,13559,electronics,SG,1,378.4,0.238,0
715.04,48854,utilities,IN,0,363.6,0.311,0
793.21,72909,groceries,DE,0,221.8,0.166,1
714.71,78714,travel,IN,0,246.7,0.403,0
131.81,1955,groceries,IN,1,375.3,0.097,0
95.53,67438,travel,IN,0,369.2,0.703,0
216.82,2851,gaming,IN,1,254.1,0.98,0
133.32,38887,gaming,IN,0,515.3,0.057,0
378.64,39993,utilities,GB,0,490.8,0.696,0
245.34,19482,groceries,SG,0,434.1,0.81,0
676.18,30696,utilities,IN,0,392.9,0.004,0
195.66,70127,groceries,IN,0,272.3,0.941,0
51.92,11477,utilities,IN,1,429.3,0.506,0
656.97,48940,groceries,IN,0,289.8,0.145,0
4338.97,45775,utilities,IN,0,315.0,0.142,0
626.98,44070,utilities,SG,0,398.0,0.205,0
69.71,62683,utilities,IN,0,318.8,0.94,0
74.79,31055,groceries,IN,0,457.2,0.4,0
1643.92,27306,electronics,IN,0,304.4,0.241,0
288.69,29935,gaming,IN,0,378.9,0.375,0
327.48,66710,utilities,GB,0,332.7,0.241,0
186.36,54124,gaming,IN,0,331.8,0.443,0
893.21,48342,groceries,IN,0,498.7,0.085,0
408.64,2931,utilities,IN,1,301.4,0.662,0
99.22,63065,electronics,US,0,458.3,0.375,0
200.28,28072,gaming,IN,0,309.9,0.266,0
247.78,18528,utilities,IN,0,362.3,0.64,0
205.86,50755,utilities,GB,0,287.0,0.253,0
695.76,40998,electronics,DE,0,495.9,0.317,0
138.36,26608,electronics,IN,0,378.9,0.87,0
215.42,24542,gaming,IN,0,258.4,0.275,0
1711.51,33555,gaming,IN,0,275.3,0.097,0
1885.63,2854,travel,US,1,315.5,0.131,0
2216.71,4622,gaming,IN,1,392.1,0.624,0
503.19,13788,groceries,DE,1,258.5,0.905,0
766.7,34544,groceries,IN,0,329.7,0.944,0
149.13,18759,gaming,IN,0,440.5,0.784,0
164.42,52858,gaming,GB,0,285.3,0.203,0
74.73,16711,travel,IN,1,245.5,0.116,0
544.72,33458,gaming,GB,0,461.5,0.222,0
679.12,37960,groceries,US,0,442.4,0.271,1
601.82,28001,utilities,IN,0,326.0,0.777,0
238.9,50557,groceries,DE,0,328.5,0.525,1
226.91,64998,gaming,IN,0,350.7,0.204,0
859.73,79291,electronics,GB,1,434.5,0.821,0
121.02,26989,gaming,DE,0,224.7,0.207,0
407.73,7057,groceries,IN,1,270.2,0.073,0
1136.32,30835,travel,IN,0,359.8,0.999,0
566.57,19265,groceries,IN,0,299.6,0.565,0
500.05,35266,groceries,IN,0,317.7,0.886,0
555.79,35959,electronics,GB,0,259.1,0.889,0
534.76,33913,electronics,DE,0,346.2,0.973,0
290.74,48379,utilities,SG,0,363.9,0.111,0
62.05,69984,luxury,SG,0,401.3,0.908,0
51.4,78910,utilities,US,0,354.1,0.366,0
435.92,67308,utilities,IN,0,400.7,0.94,0
262.64,82017,groceries,DE,1,244.3,0.748,0
2043.57,64294,groceries,IN,0,298.2,0.242,0
384.09,5320,utilities,SG,1,265.5,0.328,0
2890.64,67220,electronics,IN,0,462.4,0.943,0
145.01,61608,utilities,US,0,383.6,0.09,1
1417.87,19498,electronics,US,0,315.5,0.689,1
554.78,39346,utilities,IN,0,240.5,0.74,0
1310.64,78190,utilities,DE,0,250.3,0.009,1
145.07,3998,utilities,GB,1,452.5,0.217,1
154.69,69116,electronics,GB,0,420.5,0.673,0
198.65,79310,utilities,IN,1,321.6,0.145,0
1536.08,71720,utilities,IN,0,278.0,0.578,0
563.75,47348,electronics,IN,0,271.7,0.572,0
1200.35,72362,luxury,US,0,284.8,0.424,1
114.64,83782,utilities,SG,1,369.8,0.608,0
1797.07,50563,electronics,DE,0,353.1,0.567,0
1196.53,36174,groceries,US,0,496.2,0.232,1
183.32,54855,groceries,IN,0,303.8,0.758,0
162.17,4237,utilities,SG,1,355.1,0.924,0
319.51,38212,utilities,IN,0,318.5,0.869,0
589.16,4331,groceries,GB,1,301.5,0.62,0
281.29,71167,electronics,US,0,475.2,0.098,0
632.9,65824,gaming,DE,0,435.2,0.795,0
104.04,41721,travel,DE,0,508.7,0.665,0
1269.58,62243,gaming,IN,0,402.5,0.001,0
1102.46,8002,utilities,SG,1,254.1,0.606,0
816.57,23897,groceries,IN,0,375.1,0.752,0
119.22,78087,luxury,IN,0,306.1,0.215,0
884.67,4930,groceries,DE,1,448.0,0.483,0
110.25,55181,luxury,IN,0,415.5,0.725,0
1341.46,9252,gaming,IN,1,317.9,0.244,1
95.02,27092,gaming,IN,0,266.2,0.749,0
272.47,2534,travel,SG,1,175.6,0.593,1
771.45,72003,utilities,US,0,340.2,0.024,0
117.24,4503,groceries,US,1,415.5,0.654,0
49.23,35184,groceries,SG,0,301.8,0.996,0
196.95,15665,groceries,IN,1,321.8,0.179,0
205.4,57221,electronics,SG,0,450.9,0.338,0
208.85,48223,gaming,IN,0,384.5,0.552,0
374.49,49805,groceries,DE,0,233.8,0.074,0
306.03,74170,utilities,US,0,288.4,0.774,0
347.93,54001,groceries,US,0,340.8,0.643,0
137.08,3847,groceries,IN,1,400.6,0.448,0
208.41,8113,utilities,IN,1,323.6,0.032,0
498.9,55388,gaming,US,0,259.6,0.155,0
126.84,55910,groceries,IN,0,409.4,0.801,0
103.02,49844,electronics,IN,0,396.4,0.877,0
308.44,66209,electronics,SG,0,216.1,0.16,0
3052.71,41439,luxury,SG,0,441.4,0.618,0
2868.05,62186,gaming,IN,0,386.4,0.958,0
30.39,10684,utilities,IN,1,304.6,0.555,0
205.39,69658,gaming,SG,0,331.8,0.617,0
277.56,36594,gaming,IN,0,431.6,0.65,0
282.05,11385,utilities,IN,1,365.6,0.507,0
304.0,4322,electronics,US,1,269.9,0.82,0
174.34,10937,utilities,IN,1,286.8,0.068,0
261.6,25715,groceries,IN,0,197.8,0.44,0
99.91,30659,gaming,IN,0,325.1,0.801,0
63.56,84545,groceries,IN,1,459.4,0.826,0
104.91,35688,electronics,DE,0,351.8,0.118,0
317.98,18365,groceries,IN,0,495.1,0.955,0
609.38,49061,utilities,IN,0,384.0,0.363,0
3391.11,47009,travel,SG,0,311.0,0.664,0
163.93,74852,utilities,IN,0,262.3,0.042,0
859.17,35026,groceries,US,0,247.3,0.606,1
304.37,15060,travel,GB,1,238.2,0.371,0
222.67,51866,travel,GB,0,410.4,0.63,0
640.18,75170,luxury,US,0,300.2,0.453,0
281.01,17692,utilities,DE,1,333.0,0.51,0
150.45,54721,utilities,SG,0,411.3,0.822,0
156.71,37286,electronics,IN,0,317.9,0.164,0
122.29,71981,gaming,DE,0,250.6,0.879,0
110.46,17595,utilities,US,1,270.8,0.952,0
510.87,74213,utilities,DE,0,289.6,0.99,0
399.14,32908,utilities,IN,0,265.3,0.198,0
106.57,42129,utilities,IN,0,258.2,0.226,0
73.15,4843,gaming,GB,1,271.7,0.243,1
840.45,20715,groceries,IN,0,419.8,0.622,0
267.63,6549,electronics,SG,1,314.5,0.478,0
283.37,11557,travel,IN,1,278.5,0.217,0
274.47,25797,utilities,IN,0,250.4,0.442,0
283.78,31458,utilities,IN,0,370.1,0.028,0
130.3,1496,gaming,DE,1,311.7,0.021,0
1029.59,5368,groceries,DE,1,419.0,0.516,0
951.08,13277,gaming,IN,1,302.3,0.622,0
373.96,2016,utilities,IN,1,264.1,0.244,0
24.24,84436,groceries,IN,1,368.9,0.601,0
338.83,18905,electronics,IN,0,323.6,0.987,0
339.6,68418,utilities,US,0,300.3,0.008,0
606.92,29649,utilities,DE,0,509.6,0.995,0
530.68,67896,travel,GB,0,330.3,0.933,0
1101.77,22622,gaming,IN,0,348.8,0.332,0
267.1,5717,groceries,SG,1,417.2,0.639,0
30.97,50792,utilities,IN,0,237.5,0.769,0
2007.42,79911,gaming,IN,1,367.3,0.214,0
2324.64,33734,utilities,US,0,503.4,0.114,0
583.96,66650,travel,IN,0,314.7,0.415,0
66.63,41846,utilities,IN,0,322.9,0.562,0
765.56,17358,groceries,DE,1,176.0,0.275,0
314.35,2828,utilities,IN,1,206.5,0.733,0
97.21,24231,gaming,US,0,455.7,0.289,0
680.31,50334,luxury,US,0,464.4,0.105,1
4645.53,50888,groceries,IN,0,307.1,0.349,0
384.9,81552,groceries,DE,1,499.8,0.279,0
325.73,31396,electronics,US,0,402.7,0.494,0
111.59,52317,groceries,IN,0,350.9,0.219,0
218.75,11160,utilities,GB,1,414.8,0.758,0
2143.02,30214,groceries,IN,0,440.0,0.789,0
248.42,54102,travel,DE,0,217.6,0.155,1
191.87,12815,gaming,SG,1,476.1,0.592,0
197.97,11576,electronics,US,1,339.2,0.498,0
460.04,85692,utilities,DE,1,241.8,0.13,0
111.2,28645,utilities,SG,0,282.6,0.159,0
529.94,22594,gaming,IN,0,148.8,0.576,0
147.31,78740,utilities,IN,0,328.8,0.54,0
638.9,68213,utilities,IN,0,437.4,0.778,0
1847.81,79598,utilities,US,1,457.3,0.421,0
197.0,58587,utilities,US,0,347.8,0.051,0
466.4,3341,gaming,GB,1,253.1,0.254,0
789.06,76945,gaming,IN,0,252.7,0.658,0
663.72,46499,groceries,IN,0,364.5,0.274,0
565.55,35956,utilities,IN,0,271.5,0.15,0
1233.95,26661,electronics,US,0,341.0,0.202,1
29.07,73243,electronics,IN,0,257.5,0.343,0
286.28,4237,electronics,IN,1,351.0,0.658,0
129.37,30739,travel,DE,0,289.8,0.124,0
497.89,48282,utilities,GB,0,311.5,0.732,0
1314.69,10727,utilities,DE,1,421.4,0.55,0
434.6,46176,travel,GB,0,280.3,0.111,0
192.72,9183,electronics,IN,1,232.5,0.659,0
618.69,2140,utilities,IN,1,292.1,0.287,0
3614.24,835,gaming,DE,1,333.3,0.954,0
270.53,62103,groceries,US,0,337.8,0.564,1
288.08,35842,gaming,IN,0,351.3,0.64,0
535.17,37283,electronics,IN,0,184.8,0.512,0
302.22,17818,utilities,IN,1,253.6,0.347,0
893.71,86259,groceries,SG,1,189.1,0.902,0
105.79,31335,travel,IN,0,397.4,0.661,0
194.81,17030,groceries,IN,1,167.1,0.82,0
30.21,14743,electronics,IN,1,154.7,0.834,0
364.64,44530,electronics,IN,0,279.5,0.048,0
422.65,55405,groceries,IN,0,359.0,0.324,0
161.69,70078,electronics,SG,0,310.6,0.697,0
141.23,31331,electronics,US,0,358.0,0.381,0
441.23,28923,gaming,IN,0,232.7,0.706,0
5062.39,77758,groceries,US,0,295.5,0.405,0
91.99,12915,gaming,IN,1,380.1,0.705,0
531.93,39138,electronics,SG,0,415.6,0.681,1
272.4,59679,utilities,DE,0,304.7,0.808,0
26.6,5238,utilities,DE,1,285.2,0.883,0
821.28,75822,gaming,DE,0,316.0,0.503,0
379.97,70034,gaming,IN,0,376.8,0.276,0
158.87,58423,groceries,IN,0,274.2,0.937,0
298.13,80448,utilities,IN,1,404.3,0.24,0
178.16,69840,travel,IN,0,405.2,0.316,0
1318.77,84593,groceries,IN,1,402.6,0.432,0
142.55,43457,utilities,IN,0,423.5,0.401,0
64.69,42131,utilities,US,0,318.3,0.764,0
315.39,43553,utilities,IN,0,379.1,0.999,0
164.13,27063,groceries,IN,0,272.0,0.432,0
1929.13,38367,utilities,IN,0,437.7,0.405,0
270.51,5933,utilities,SG,1,295.3,0.091,0
1251.95,80366,groceries,IN,1,466.3,0.144,0
292.92,71042,groceries,IN,0,558.0,0.009,0
77.68,9497,gaming,IN,1,341.3,0.14,0
3499.38,6250,groceries,SG,1,386.5,0.809,0
173.4,11907,utilities,IN,1,336.7,0.192,0
205.83,73720,travel,IN,0,317.8,0.698,0
1225.41,35500,groceries,IN,0,201.0,0.445,0
1179.44,50057,groceries,DE,0,342.4,0.731,0
605.77,33949,utilities,SG,0,390.0,0.232,0
560.9,57874,travel,US,0,204.4,0.384,0
2434.3,85963,groceries,IN,1,539.7,0.746,0
1832.17,77269,groceries,IN,0,295.2,0.416,0
891.22,41144,utilities,IN,0,310.6,0.728,0
417.97,82471,gaming,IN,1,225.4,0.946,0
37.76,58238,luxury,GB,0,317.5,0.967,0
503.32,68517,luxury,IN,0,319.2,0.741,1
216.87,72773,groceries,GB,0,472.5,0.987,0
2154.28,59753,electronics,US,0,203.7,0.701,0
305.25,3351,utilities,DE,1,357.0,0.701,0
277.47,23431,electronics,SG,0,425.9,0.638,0
257.04,42176,groceries,IN,0,276.8,0.054,0
637.46,6756,groceries,IN,1,400.7,0.799,0
252.38,57363,electronics,IN,0,362.5,0.738,0
694.98,42408,electronics,SG,0,352.9,0.186,0
1427.61,11897,electronics,GB,1,327.1,0.04,1
418.66,32801,utilities,IN,0,293.5,0.91,0
782.46,50778,utilities,SG,0,325.6,0.982,0
723.02,83124,utilities,SG,1,278.8,0.189,0
735.68,81799,groceries,IN,1,412.5,0.979,0
78.24,47667,travel,GB,0,314.2,0.223,0
167.89,48907,utilities,IN,0,321.1,0.858,0
536.55,17397,groceries,SG,1,158.9,0.584,0
571.27,57416,utilities,DE,0,508.1,0.559,0
410.9,61360,utilities,IN,0,334.5,0.112,0
30.87,43081,groceries,SG,0,393.2,0.592,0
132.24,20481,utilities,DE,0,481.1,0.986,1
48.05,11828,gaming,IN,1,301.3,0.68,0
1902.96,48258,gaming,US,0,276.1,0.234,1
72.14,16003,gaming,DE,1,410.4,0.551,0
390.94,4251,utilities,IN,1,380.0,0.285,0
783.83,5842,utilities,US,1,419.4,0.65,0
140.54,16307,groceries,IN,1,491.3,0.078,0
94.01,76866,utilities,DE,0,331.4,0.215,0
291.29,56106,utilities,US,0,221.3,0.262,0
37.26,24294,gaming,DE,0,322.0,0.338,0
300.08,76662,utilities,IN,0,361.1,0.368,0
172.37,8014,groceries,IN,1,486.1,0.36,0
492.79,15530,utilities,IN,1,314.9,0.286,0
43.94,7452,luxury,IN,1,209.5,0.986,0
635.0,76804,luxury,IN,0,247.4,0.554,0
893.82,5532,utilities,IN,1,375.3,0.302,1
139.34,32269,utilities,IN,0,392.5,0.603,0
484.11,45817,utilities,IN,0,211.4,0.274,0
315.27,21167,gaming,US,0,285.3,0.563,0
1629.5,2039,gaming,IN,1,259.3,0.027,0
712.07,50118,groceries,US,0,274.3,0.775,1
308.34,35017,electronics,SG,0,458.2,0.687,0
59.53,34845,gaming,DE,0,390.2,0.754,0
86.52,52246,travel,IN,0,291.4,0.41,0
208.02,7164,utilities,IN,1,368.0,0.864,0
143.54,18977,utilities,IN,0,463.4,0.199,0
170.87,74253,groceries,IN,0,287.4,0.54,0
1036.63,51145,travel,US,0,309.2,0.862,0
400.72,37872,utilities,IN,0,405.1,0.751,0
919.55,68199,gaming,US,0,402.9,0.328,0
338.88,53791,electronics,IN,0,255.2,0.35,0
292.83,33274,groceries,US,0,376.6,0.328,0
167.5,19504,electronics,IN,0,390.2,0.276,0
100.85,41261,utilities,IN,0,233.2,0.331,0
385.78,44936,utilities,SG,0,288.0,0.459,0
1357.39,22091,groceries,IN,0,392.6,0.475,0
311.25,60213,travel,IN,0,166.4,0.847,0
701.92,60329,gaming,SG,0,396.9,0.453,0
123.71,17256,groceries,US,1,451.5,0.901,0
239.56,48942,electronics,IN,0,329.0,0.466,0
324.99,50333,travel,IN,0,327.0,0.496,0
416.59,21770,electronics,IN,0,437.7,0.183,0
318.58,63223,utilities,IN,0,369.5,0.38,0
324.89,62569,utilities,IN,0,264.6,0.904,0
265.29,52715,luxury,US,0,337.7,0.32,1
549.41,13379,electronics,IN,1,419.3,0.06,0
498.13,15858,utilities,US,1,414.9,0.001,0
224.07,40697,luxury,GB,0,338.8,0.228,0
144.69,69179,groceries,US,0,355.8,0.421,1
154.64,44633,utilities,IN,0,371.7,0.523,0
1817.98,78275,groceries,IN,0,265.4,0.697,0
461.32,46266,utilities,DE,0,367.4,0.949,0
832.61,8055,utilities,GB,1,302.6,0.244,0
755.26,12847,groceries,DE,1,358.0,0.806,1
364.36,68981,gaming,DE,0,371.4,0.887,0
467.51,29278,electronics,DE,0,349.4,0.079,0
503.21,41698,utilities,IN,0,337.3,0.076,0
73.53,78905,utilities,GB,0,371.4,0.61,0
509.51,82363,electronics,IN,1,364.8,0.417,0
168.63,22402,electronics,IN,0,434.6,0.383,0
158.93,43757,groceries,IN,0,331.5,0.553,0
441.89,31755,groceries,DE,0,359.6,0.928,0
5369.61,43160,luxury,SG,0,197.4,0.925,0
61.26,31224,groceries,IN,0,344.7,0.112,0
43.24,86334,gaming,IN,1,452.7,0.435,0
367.16,27403,electronics,IN,0,450.4,0.67,0
44.95,265,gaming,IN,1,317.2,0.088,0
286.97,10134,groceries,IN,1,298.8,0.262,0
41.11,29506,utilities,IN,0,290.3,0.208,0
519.19,41769,utilities,US,0,278.9,0.541,0
312.22,8854,electronics,IN,1,383.9,0.143,0
131.02,2253,gaming,GB,1,454.2,0.409,1
1116.47,26609,groceries,IN,0,376.6,0.066,0
400.45,53156,utilities,SG,0,190.6,0.453,0
620.96,1918,electronics,US,1,341.9,0.423,0
102.39,26344,utilities,SG,0,378.9,0.42,0
480.85,58608,travel,SG,0,383.9,0.547,1
105.79,81122,utilities,DE,1,392.6,0.436,0
3560.58,16305,utilities,US,1,392.2,0.727,0
835.32,31745,gaming,GB,0,296.0,0.808,0
397.81,27090,groceries,IN,0,184.3,0.317,0
986.83,24022,travel,DE,0,278.2,0.835,0
388.32,24061,gaming,US,0,175.4,0.745,0
277.02,69211,gaming,GB,0,385.1,0.375,0
386.0,41024,electronics,IN,0,211.8,0.827,0
54.98,18201,groceries,GB,0,360.2,0.201,0
212.78,26718,travel,IN,0,497.5,0.428,0
414.79,83213,electronics,IN,1,402.0,0.971,0
159.04,22347,gaming,GB,0,289.7,0.669,0
2683.67,2577,electronics,DE,1,302.9,0.597,0
230.72,31555,gaming,IN,0,419.1,0.894,0
426.15,23909,travel,DE,0,321.9,0.59,0
2417.43,65233,groceries,IN,0,269.4,0.224,0
733.42,63429,utilities,IN,0,449.9,0.393,0
2838.15,19815,groceries,IN,0,482.8,0.62,0
389.02,562,gaming,DE,1,346.9,0.083,0
73.01,72114,gaming,GB,0,364.1,0.919,0
27.67,37659,groceries,GB,0,318.1,0.245,0
94.96,41028,travel,US,0,311.4,0.497,0
410.69,80757,utilities,US,1,369.7,0.826,0
844.64,2209,electronics,IN,1,349.7,0.336,0
898.86,50280,groceries,IN,0,345.7,0.042,0
87.22,80525,utilities,IN,1,334.5,0.068,0
167.64,38768,groceries,IN,0,590.1,0.61,0
518.71,560,groceries,IN,1,265.9,0.381,1
35.83,56269,gaming,IN,0,343.3,0.789,0
133.16,26332,utilities,US,0,373.8,0.027,0
411.86,27511,travel,IN,0,281.9,0.043,0
389.8,6030,gaming,IN,1,332.9,0.085,0
834.19,35772,utilities,US,0,448.5,0.883,0
361.92,6806,utilities,IN,1,306.7,0.632,0
237.0,42122,groceries,SG,0,418.7,0.304,0
132.07,19173,groceries,IN,0,382.5,0.365,0
443.02,12368,travel,IN,1,335.8,0.027,0
244.65,25740,utilities,IN,0,335.0,0.119,0
703.6,16038,gaming,IN,1,362.4,0.828,1
83.57,73199,travel,IN,0,269.3,0.679,0
1959.41,84026,electronics,US,1,417.1,0.559,0
160.41,18156,groceries,DE,0,390.0,0.76,0
217.8,3018,groceries,IN,1,350.4,0.56,0
670.49,57186,gaming,DE,0,323.2,0.983,0
625.2,16769,groceries,IN,1,248.0,0.09,0
561.99,65366,travel,US,0,403.6,0.591,0
178.26,64269,electronics,US,0,344.8,0.59,0
37.73,78278,travel,IN,0,290.8,0.069,0
274.11,29622,groceries,IN,0,297.7,0.067,0
662.78,60947,groceries,US,0,377.3,0.648,0
507.33,85517,luxury,IN,1,392.6,0.973,0
847.75,8658,gaming,US,1,266.8,0.72,0
225.8,2540,travel,GB,1,289.3,0.714,0
148.26,14691,utilities,IN,1,300.4,0.741,0
98.14,34265,utilities,GB,0,380.5,0.44,0
582.84,65019,utilities,IN,0,289.0,0.113,0
410.1,3628,travel,GB,1,342.7,0.614,0
311.15,84635,gaming,DE,1,379.4,0.95,0
304.32,48435,electronics,US,0,382.9,0.648,0
247.43,49988,groceries,SG,0,287.1,0.777,0
218.34,9093,luxury,US,1,389.3,0.629,1
638.77,65027,utilities,US,0,349.4,0.724,0
151.12,52044,electronics,IN,0,333.3,0.454,0
1508.59,68532,electronics,SG,0,284.9,0.163,0
1503.64,58786,groceries,IN,0,345.4,0.989,0
1848.25,5397,groceries,IN,1,320.8,0.526,0
1139.24,33969,gaming,IN,0,302.6,0.318,0
184.77,635,groceries,IN,1,282.5,0.244,0
846.26,36591,utilities,US,0,267.8,0.121,0
297.8,64880,utilities,DE,0,405.5,0.264,0
372.43,67578,groceries,US,0,315.2,0.049,0
526.84,70570,electronics,IN,0,509.7,0.714,0
265.13,13904,utilities,DE,1,339.1,0.902,0
330.77,58268,gaming,IN,0,183.1,0.322,0
693.36,83771,utilities,US,1,346.9,0.173,0
855.73,37345,gaming,US,0,364.0,0.219,0
729.63,48814,luxury,IN,0,357.7,0.465,0
4183.46,77308,utilities,SG,0,461.0,0.116,0
2784.64,77910,utilities,SG,0,296.0,0.716,0
366.24,84834,gaming,GB,1,452.5,0.756,0
380.34,83304,utilities,IN,1,336.9,0.79,0
509.78,14856,utilities,US,1,291.9,0.677,0
634.32,50252,travel,US,0,444.0,0.252,0
1673.51,74693,groceries,IN,0,393.9,0.707,0
167.18,40985,travel,IN,0,292.2,0.273,0
181.57,24401,groceries,GB,0,421.6,0.119,0
297.83,7010,utilities,GB,1,155.0,0.973,0
6893.57,25664,electronics,IN,0,336.7,0.108,0
1263.48,13033,utilities,IN,1,361.7,0.506,0
67.99,68452,groceries,IN,0,343.3,0.77,0
376.88,83506,groceries,SG,1,432.9,0.467,0
53.13,61355,groceries,US,0,423.3,0.318,0
514.37,5371,travel,IN,1,310.5,0.459,0
276.51,13503,electronics,IN,1,360.7,0.598,0
1268.58,40352,utilities,IN,0,362.5,0.749,0
1284.54,81948,groceries,IN,1,397.6,0.149,0
1867.8,63507,luxury,DE,0,276.7,0.555,0
486.91,58,utilities,GB,1,292.9,0.404,0
663.9,42287,gaming,IN,0,445.8,0.624,0
1124.0,36369,gaming,IN,0,340.9,0.045,0
666.48,1635,groceries,IN,1,416.0,0.427,0
155.78,60035,gaming,DE,0,428.0,0.78,0
138.28,55087,gaming,IN,0,315.8,0.955,0
582.4,933,groceries,IN,1,419.4,0.572,0
66.97,10638,groceries,SG,1,305.9,0.071,0
1836.89,47540,utilities,GB,0,296.5,0.57,0
136.55,42171,utilities,IN,0,398.5,0.739,0
1161.39,55909,utilities,IN,0,244.6,0.229,0
279.07,17238,electronics,US,1,236.6,0.043,0
73.85,26722,electronics,DE,0,343.6,0.238,0
440.62,31852,groceries,IN,0,374.0,0.02,0
